text,sentiment
it would seem that nothing is capable of distracting scotty johns from working on his much-anticipated second book .,Objective
"it's tommy's job to clean the peep booths surrounding her , and after viewing this one , you'll feel like mopping up , too .",Subjective
they spend their afternoons discussing theater and lucy's role as antigone in a school loneliness of the city more bearable .,Objective
"sunk by way too much indulgence of scene-chewing , teeth-gnashing actorliness .",Subjective
"the colorful cast of characters includes the addlepated cafe owner , freddy , picasso's sexy young femme dujour , his pompous art dealer , and a mysterious visitor from the future .",Objective
it's a rosy coming-of-age romp that refuses to see the horror even in the severed heads from the guillotine .,Subjective
"now he is out , to finally get his cut of the money and reunite with his family , or at least avenge the damage done .",Objective
pacino is the best he's been in years and keener is marvelous .,Subjective
"in an era when the country's first line of defense , intelligence , is more important than ever , comes an explosive thriller starring al pacino and colin farrell that for the first time opens the cia's infamous closed doors and gives an insider's view into the agency : how trainees are recruited , how they are prepared for the spy game , and what they learn to survive .",Objective
"nearly manages to be what "" blow "" couldn't - a perpetual night party that generates a sick fascination to the bitter end .",Subjective
"with a cast of non-actors , drawn from the very world which the film portrays , 'shooters' is not just another british genre gangster film - it's a film about real british gangsters .",Objective
"the result is solemn and horrifying , yet strangely detached .",Subjective
frodo and sam take gollum prisoner and continue on to mordor on the mission to destroy the one ring .,Objective
,Subjective
"in the heat of the moment dante blames lucy saying , "" you never wanted this baby .",Objective
an adorably whimsical comedy that deserves more than a passing twinkle .,Subjective
the deeper matt runs into the forest the farther his mind is lost to the blackwoods .,Objective
"4 friends , 2 couples , 2000 miles , and all the pabst blue ribbon beer they can drink - it's the ultimate redneck road-trip .",Subjective
"the driver finds himself in a dangerous , yet highly political situation ; this time being pursued by a helicopter gunship while carrying a passenger with a suitcase . . .",Objective
a selection of scenes in search of a movie .,Subjective
"but when the teenager decides to invite a 12-year-old boy who is running away from home , maud is near illegality .",Objective
"fontaine masterfully creates a portrait of two strong men in conflict , inextricably entwined through family history , each seeing himself in the other , neither liking what he sees .",Subjective
